Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
764¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":155,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Program
776¿Literal¿string¿1346¿¿'object'¿¿{"start":{"line":3,"column":27},"end":{"line":3,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Literal
777¿IfStatement¿¿1346¿¿¿¿{"start":{"line":3,"column":4},"end":{"line":7,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿IfStatement
778¿Identifier¿¿1346¿v70¿¿¿¿¿Identifier
779¿VariableDeclarator¿¿1346¿v71¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
780¿CallExpression¿¿1346¿¿¿¿{"start":{"line":4,"column":30},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿CallExpression
781¿Identifier¿¿1346¿factory¿¿¿{"start":{"line":4,"column":30},"end":{"line":4,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
782¿ReturnStatement¿¿1346¿¿¿¿{"start":{"line":4,"column":6},"end":{"line":4,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ReturnStatement
783¿AssignmentExpression¿=¿1346¿¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿AssignmentExpression
784¿MemberExpression¿¿1346¿¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
785¿Identifier¿¿1346¿module¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
786¿Identifier¿¿1346¿exports¿¿¿{"start":{"line":4,"column":20},"end":{"line":4,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
787¿Identifier¿¿1346¿v71¿¿¿¿¿Identifier
788¿BlockStatement¿¿1346¿¿¿¿{"start":{"line":3,"column":37},"end":{"line":5,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BlockStatement
789¿VariableDeclarator¿¿1346¿v72¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
790¿UnaryExpression¿typeof¿1346¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿UnaryExpression
791¿Identifier¿¿1346¿define¿¿¿{"start":{"line":5,"column":22},"end":{"line":5,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
792¿VariableDeclarator¿¿1346¿v73¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
793¿BinaryExpression¿===¿1346¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BinaryExpression
794¿Identifier¿¿1346¿v72¿¿¿¿¿Identifier
795¿Literal¿string¿1346¿¿'function'¿¿{"start":{"line":5,"column":33},"end":{"line":5,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Literal
796¿VariableDeclarator¿¿1346¿v74¿¿¿{"start":{"line":5,"column":47},"end":{"line":5,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
797¿MemberExpression¿¿1346¿¿¿¿{"start":{"line":5,"column":47},"end":{"line":5,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
798¿Identifier¿¿1346¿define¿¿¿{"start":{"line":5,"column":47},"end":{"line":5,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
799¿Identifier¿¿1346¿amd¿¿¿{"start":{"line":5,"column":54},"end":{"line":5,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
800¿VariableDeclarator¿¿1346¿v75¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
801¿LogicalExpression¿&&¿1346¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿LogicalExpression
802¿Identifier¿¿1346¿v73¿¿¿¿¿Identifier
803¿Identifier¿¿1346¿v74¿¿¿¿¿Identifier
804¿IfStatement¿¿1346¿¿¿¿{"start":{"line":5,"column":11},"end":{"line":7,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿IfStatement
805¿Identifier¿¿1346¿v75¿¿¿¿¿Identifier
806¿VariableDeclarator¿¿1346¿v76¿¿¿{"start":{"line":6,"column":20},"end":{"line":6,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
807¿ArrayExpression¿¿1346¿¿¿¿{"start":{"line":6,"column":20},"end":{"line":6,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ArrayExpression
808¿VariableDeclarator¿¿1346¿v77¿¿¿{"start":{"line":6,"column":13},"end":{"line":6,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
809¿CallExpression¿¿1346¿¿¿¿{"start":{"line":6,"column":13},"end":{"line":6,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿CallExpression
810¿Identifier¿¿1346¿define¿¿¿{"start":{"line":6,"column":13},"end":{"line":6,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
811¿Identifier¿¿1346¿v76¿¿¿¿¿Identifier
812¿Identifier¿¿1346¿factory¿¿¿{"start":{"line":6,"column":24},"end":{"line":6,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
813¿ReturnStatement¿¿1346¿¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ReturnStatement
814¿Identifier¿¿1346¿v77¿¿¿¿¿Identifier
815¿BlockStatement¿¿1346¿¿¿¿{"start":{"line":5,"column":59},"end":{"line":7,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BlockStatement
816¿BlockStatement¿¿1346¿¿¿¿¿¿BlockStatement
817¿BlockStatement¿¿1346¿¿¿¿{"start":{"line":2,"column":21},"end":{"line":8,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BlockStatement
818¿VariableDeclarator¿¿1344¿v133¿¿¿{"start":{"line":8,"column":5},"end":{"line":153,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
819¿FunctionExpression¿¿1344¿anon¿¿¿{"start":{"line":8,"column":5},"end":{"line":153,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿FunctionExpression
820¿VariableDeclarator¿¿1350¿getAndCreate¿¿¿{"start":{"line":9,"column":8},"end":{"line":9,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
821¿VariableDeclarator¿¿1350¿getValue¿¿¿{"start":{"line":9,"column":22},"end":{"line":9,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
822¿VariableDeclarator¿¿1350¿isArray¿¿¿{"start":{"line":9,"column":32},"end":{"line":9,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
823¿VariableDeclarator¿¿1350¿isObject¿¿¿{"start":{"line":9,"column":41},"end":{"line":9,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
824¿VariableDeclarator¿¿1350¿objectUtils¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
825¿VariableDeclarator¿¿1350¿setValue¿¿¿{"start":{"line":9,"column":64},"end":{"line":9,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
826¿VariableDeclarator¿¿1350¿v85¿¿¿{"start":{"line":10,"column":4},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
827¿FunctionExpression¿¿1350¿anon¿¿¿{"start":{"line":10,"column":15},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿FunctionExpression
828¿Identifier¿¿0¿value¿¿¿{"start":{"line":10,"column":24},"end":{"line":10,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
829¿VariableDeclarator¿¿1352¿type¿¿¿{"start":{"line":11,"column":10},"end":{"line":11,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
830¿VariableDeclarator¿¿1352¿v79¿¿¿{"start":{"line":12,"column":13},"end":{"line":12,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
831¿UnaryExpression¿typeof¿1352¿¿¿¿{"start":{"line":12,"column":13},"end":{"line":12,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿UnaryExpression
832¿Identifier¿¿1352¿value¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
833¿ExpressionStatement¿¿1352¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ExpressionStatement
834¿AssignmentExpression¿=¿1352¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿AssignmentExpression
835¿Identifier¿¿1352¿type¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
836¿Identifier¿¿1352¿v79¿¿¿¿¿Identifier
837¿VariableDeclarator¿¿1352¿v80¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
838¿BinaryExpression¿!==¿1352¿¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BinaryExpression
839¿Identifier¿¿1352¿value¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
840¿Literal¿object¿1352¿¿null¿¿{"start":{"line":13,"column":23},"end":{"line":13,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Literal
841¿VariableDeclarator¿¿1352¿v81¿¿¿{"start":{"line":13,"column":32},"end":{"line":13,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
842¿BinaryExpression¿===¿1352¿¿¿¿{"start":{"line":13,"column":32},"end":{"line":13,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BinaryExpression
843¿Identifier¿¿1352¿type¿¿¿{"start":{"line":13,"column":32},"end":{"line":13,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
844¿Literal¿string¿1352¿¿'object'¿¿{"start":{"line":13,"column":41},"end":{"line":13,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Literal
845¿VariableDeclarator¿¿1352¿v82¿¿¿{"start":{"line":13,"column":53},"end":{"line":13,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
846¿BinaryExpression¿===¿1352¿¿¿¿{"start":{"line":13,"column":53},"end":{"line":13,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BinaryExpression
847¿Identifier¿¿1352¿type¿¿¿{"start":{"line":13,"column":53},"end":{"line":13,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
848¿Literal¿string¿1352¿¿'function'¿¿{"start":{"line":13,"column":62},"end":{"line":13,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Literal
849¿VariableDeclarator¿¿1352¿v83¿¿¿{"start":{"line":13,"column":32},"end":{"line":13,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
850¿LogicalExpression¿||¿1352¿¿¿¿{"start":{"line":13,"column":32},"end":{"line":13,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿LogicalExpression
851¿Identifier¿¿1352¿v81¿¿¿¿¿Identifier
852¿Identifier¿¿1352¿v82¿¿¿¿¿Identifier
853¿VariableDeclarator¿¿1352¿v84¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
854¿LogicalExpression¿&&¿1352¿¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿LogicalExpression
855¿Identifier¿¿1352¿v80¿¿¿¿¿Identifier
856¿Identifier¿¿1352¿v83¿¿¿¿¿Identifier
857¿ReturnStatement¿¿1352¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ReturnStatement
858¿Identifier¿¿1352¿v84¿¿¿¿¿Identifier
859¿BlockStatement¿¿1352¿¿¿¿{"start":{"line":10,"column":31},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BlockStatement
860¿ExpressionStatement¿¿1350¿¿¿¿{"start":{"line":10,"column":4},"end":{"line":14,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ExpressionStatement
861¿AssignmentExpression¿=¿1350¿¿¿¿{"start":{"line":10,"column":4},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿AssignmentExpression
862¿Identifier¿¿1350¿isObject¿¿¿{"start":{"line":10,"column":4},"end":{"line":10,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
863¿Identifier¿¿1350¿v85¿¿¿¿¿Identifier
864¿VariableDeclarator¿¿1350¿v93¿¿¿{"start":{"line":15,"column":4},"end":{"line":21,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
865¿FunctionExpression¿¿1350¿anon¿¿¿{"start":{"line":15,"column":14},"end":{"line":21,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿FunctionExpression
866¿Identifier¿¿0¿object¿¿¿{"start":{"line":15,"column":23},"end":{"line":15,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
867¿VariableDeclarator¿¿1354¿v86¿¿¿{"start":{"line":16,"column":10},"end":{"line":16,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
868¿MemberExpression¿¿1354¿¿¿¿{"start":{"line":16,"column":10},"end":{"line":16,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
869¿Identifier¿¿1354¿Array¿¿¿{"start":{"line":16,"column":10},"end":{"line":16,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
870¿Identifier¿¿1354¿isArray¿¿¿{"start":{"line":16,"column":16},"end":{"line":16,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
871¿VariableDeclarator¿¿1354¿v87¿¿¿{"start":{"line":16,"column":10},"end":{"line":16,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
872¿BinaryExpression¿!=¿1354¿¿¿¿{"start":{"line":16,"column":10},"end":{"line":16,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BinaryExpression
873¿Identifier¿¿1354¿v86¿¿¿¿¿Identifier
874¿Literal¿object¿1354¿¿null¿¿{"start":{"line":16,"column":27},"end":{"line":16,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Literal
875¿IfStatement¿¿1354¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":20,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿IfStatement
876¿Identifier¿¿1354¿v87¿¿¿¿¿Identifier
877¿VariableDeclarator¿¿1354¿v88¿¿¿{"start":{"line":17,"column":15},"end":{"line":17,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
878¿CallExpression¿¿1354¿¿¿¿{"start":{"line":17,"column":15},"end":{"line":17,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿CallExpression
879¿MemberExpression¿¿1354¿¿¿¿{"start":{"line":17,"column":15},"end":{"line":17,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
880¿Identifier¿¿1354¿Array¿¿¿{"start":{"line":17,"column":15},"end":{"line":17,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
881¿Identifier¿¿1354¿isArray¿¿¿{"start":{"line":17,"column":21},"end":{"line":17,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
882¿Identifier¿¿1354¿object¿¿¿{"start":{"line":17,"column":29},"end":{"line":17,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
883¿ReturnStatement¿¿1354¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿ReturnStatement
884¿Identifier¿¿1354¿v88¿¿¿¿¿Identifier
885¿BlockStatement¿¿1354¿¿¿¿{"start":{"line":16,"column":33},"end":{"line":18,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿BlockStatement
886¿VariableDeclarator¿¿1354¿v89¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
887¿MemberExpression¿¿1354¿¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
888¿Identifier¿¿1354¿Object¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
889¿Identifier¿¿1354¿prototype¿¿¿{"start":{"line":19,"column":22},"end":{"line":19,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
890¿VariableDeclarator¿¿1354¿v90¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
891¿MemberExpression¿¿1354¿¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
892¿Identifier¿¿1354¿v89¿¿¿¿¿Identifier
893¿Identifier¿¿1354¿toString¿¿¿{"start":{"line":19,"column":32},"end":{"line":19,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿Identifier
894¿VariableDeclarator¿¿1354¿v91¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿VariableDeclarator
895¿CallExpression¿¿1354¿¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿CallExpression
896¿MemberExpression¿¿1354¿¿¿¿{"start":{"line":19,"column":15},"end":{"line":19,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js"}¿¿MemberExpression
897¿Identifier¿¿1354¿v90¿¿¿¿¿Identifier
