Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8086¿Program¿¿-1¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":2207,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Program
8150¿Literal¿object¿14140¿¿/\w*$/¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Literal
8151¿VariableDeclarator¿¿14140¿reIsHostCtor¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿VariableDeclarator
8152¿Literal¿object¿14140¿¿/^\[object .+?Constructor\]$/¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Literal
8153¿VariableDeclarator¿¿14140¿reIsUint¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿VariableDeclarator
8154¿Literal¿object¿14140¿¿/^(?:0|[1-9]\d*)$/¿¿{"start":{"line":62,"column":15},"end":{"line":62,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Literal
8155¿VariableDeclarator¿¿14140¿typedArrayTags¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿VariableDeclarator
8156¿ObjectExpression¿¿14140¿¿¿¿¿¿ObjectExpression
8157¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8158¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8159¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8160¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8161¿Identifier¿¿14140¿uint32Tag¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8162¿Literal¿boolean¿14140¿¿true¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Literal
8163¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8164¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8165¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8166¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8167¿Identifier¿¿14140¿uint16Tag¿¿¿{"start":{"line":69,"column":49},"end":{"line":69,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8168¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8169¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8170¿Identifier¿¿14140¿uint32Tag¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8171¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":68,"column":27},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8172¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":68,"column":27},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8173¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":68,"column":27},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8174¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8175¿Identifier¿¿14140¿uint8ClampedTag¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8176¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8177¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8178¿Identifier¿¿14140¿uint16Tag¿¿¿{"start":{"line":69,"column":49},"end":{"line":69,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8179¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8180¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8181¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8182¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8183¿Identifier¿¿14140¿uint8Tag¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8184¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8185¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8186¿Identifier¿¿14140¿uint8ClampedTag¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8187¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":67,"column":26},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8188¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":67,"column":26},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8189¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":67,"column":26},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8190¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8191¿Identifier¿¿14140¿int32Tag¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8192¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8193¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8194¿Identifier¿¿14140¿uint8Tag¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8195¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8196¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8197¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8198¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8199¿Identifier¿¿14140¿int16Tag¿¿¿{"start":{"line":67,"column":41},"end":{"line":67,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8200¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8201¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8202¿Identifier¿¿14140¿int32Tag¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8203¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":66,"column":29},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8204¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":66,"column":29},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8205¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":66,"column":29},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8206¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8207¿Identifier¿¿14140¿int8Tag¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8208¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8209¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8210¿Identifier¿¿14140¿int16Tag¿¿¿{"start":{"line":67,"column":41},"end":{"line":67,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8211¿ExpressionStatement¿¿14140¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿ExpressionStatement
8212¿AssignmentExpression¿=¿14140¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿AssignmentExpression
8213¿MemberExpression¿¿14140¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8214¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8215¿Identifier¿¿14140¿float64Tag¿¿¿{"start":{"line":66,"column":44},"end":{"line":66,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8216¿MemberExpression¿computed¿14140¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿MemberExpression
8217¿Identifier¿¿14140¿typedArrayTags¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
8218¿Identifier¿¿14140¿int8Tag¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1069/src/index.js"}¿¿Identifier
