Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
608¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":175,"column":97},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Program
628¿BlockStatement¿¿1063¿¿¿¿{"start":{"line":19,"column":30},"end":{"line":23,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BlockStatement
629¿VariableDeclarator¿¿1061¿publicName¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
630¿Literal¿string¿1061¿¿'merge'¿¿{"start":{"line":23,"column":17},"end":{"line":23,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Literal
631¿VariableDeclarator¿¿1061¿v60¿¿¿{"start":{"line":32,"column":1},"end":{"line":36,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
632¿FunctionExpression¿¿1061¿anon¿¿¿{"start":{"line":32,"column":20},"end":{"line":36,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿FunctionExpression
633¿Identifier¿¿0¿clone¿¿¿{"start":{"line":32,"column":29},"end":{"line":32,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
634¿VariableDeclarator¿¿1065¿v58¿¿¿{"start":{"line":34,"column":15},"end":{"line":34,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
635¿BinaryExpression¿===¿1065¿¿¿¿{"start":{"line":34,"column":15},"end":{"line":34,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BinaryExpression
636¿Identifier¿¿1065¿clone¿¿¿{"start":{"line":34,"column":15},"end":{"line":34,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
637¿Literal¿boolean¿1065¿¿true¿¿{"start":{"line":34,"column":25},"end":{"line":34,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Literal
638¿VariableDeclarator¿¿1065¿v59¿¿¿{"start":{"line":34,"column":9},"end":{"line":34,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
639¿CallExpression¿¿1065¿¿¿¿{"start":{"line":34,"column":9},"end":{"line":34,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿CallExpression
640¿Identifier¿¿1065¿merge¿¿¿{"start":{"line":34,"column":9},"end":{"line":34,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
641¿Identifier¿¿1065¿v58¿¿¿¿¿Identifier
642¿Literal¿boolean¿1065¿¿true¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Literal
643¿Identifier¿¿1065¿arguments¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
644¿ReturnStatement¿¿1065¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ReturnStatement
645¿Identifier¿¿1065¿v59¿¿¿¿¿Identifier
646¿BlockStatement¿¿1065¿¿¿¿{"start":{"line":32,"column":36},"end":{"line":36,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BlockStatement
647¿ExpressionStatement¿¿1061¿¿¿¿{"start":{"line":32,"column":1},"end":{"line":36,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
648¿AssignmentExpression¿=¿1061¿¿¿¿{"start":{"line":32,"column":1},"end":{"line":36,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
649¿MemberExpression¿¿1061¿¿¿¿{"start":{"line":32,"column":1},"end":{"line":32,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
650¿Identifier¿¿1061¿Public¿¿¿{"start":{"line":32,"column":1},"end":{"line":32,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
651¿Identifier¿¿1061¿recursive¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
652¿Identifier¿¿1061¿v60¿¿¿¿¿Identifier
653¿VariableDeclarator¿¿1061¿v69¿¿¿{"start":{"line":44,"column":1},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
654¿FunctionExpression¿¿1061¿anon¿¿¿{"start":{"line":44,"column":16},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿FunctionExpression
655¿Identifier¿¿0¿input¿¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
656¿VariableDeclarator¿¿1067¿output¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
657¿Identifier¿¿1067¿input¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
658¿VariableDeclarator¿¿1067¿type¿¿¿{"start":{"line":47,"column":3},"end":{"line":47,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
659¿CallExpression¿¿1067¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿CallExpression
660¿Identifier¿¿1067¿typeOf¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
661¿Identifier¿¿1067¿input¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
662¿VariableDeclarator¿¿1067¿index¿¿¿{"start":{"line":48,"column":3},"end":{"line":48,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
663¿VariableDeclarator¿¿1067¿size¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
664¿VariableDeclarator¿¿1067¿v61¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
665¿BinaryExpression¿===¿1067¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BinaryExpression
666¿Identifier¿¿1067¿type¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
667¿Literal¿string¿1067¿¿'array'¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Literal
668¿IfStatement¿¿1067¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿IfStatement
669¿Identifier¿¿1067¿v61¿¿¿¿¿Identifier
670¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
671¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
672¿Identifier¿¿1067¿output¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
673¿ArrayExpression¿¿1067¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ArrayExpression
674¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":53,"column":3},"end":{"line":53,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
675¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":53,"column":3},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
676¿Identifier¿¿1067¿size¿¿¿{"start":{"line":53,"column":3},"end":{"line":53,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
677¿MemberExpression¿¿1067¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
678¿Identifier¿¿1067¿input¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
679¿Identifier¿¿1067¿length¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
680¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
681¿Identifier¿¿1067¿index¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
682¿Literal¿number¿1067¿¿0¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Literal
683¿VariableDeclarator¿¿1067¿v62¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
684¿BinaryExpression¿<¿1067¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BinaryExpression
685¿Identifier¿¿1067¿index¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
686¿Identifier¿¿1067¿size¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
687¿WhileStatement¿¿1067¿¿¿¿{"start":{"line":55,"column":3},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿WhileStatement
688¿Identifier¿¿1067¿v62¿¿¿¿¿Identifier
689¿VariableDeclarator¿¿1067¿v64¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
690¿MemberExpression¿computed¿1067¿¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
691¿Identifier¿¿1067¿input¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
692¿Identifier¿¿1067¿index¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
693¿VariableDeclarator¿¿1067¿v65¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
694¿CallExpression¿¿1067¿¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿CallExpression
695¿MemberExpression¿¿1067¿¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
696¿Identifier¿¿1067¿Public¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
697¿Identifier¿¿1067¿clone¿¿¿{"start":{"line":57,"column":27},"end":{"line":57,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
698¿Identifier¿¿1067¿v64¿¿¿¿¿Identifier
699¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
700¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
701¿MemberExpression¿computed¿1067¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
702¿Identifier¿¿1067¿output¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
703¿Identifier¿¿1067¿index¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
704¿Identifier¿¿1067¿v65¿¿¿¿¿Identifier
705¿VariableDeclarator¿¿1067¿v63¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
706¿UpdateExpression¿¿1067¿¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿UpdateExpression
707¿Identifier¿¿1067¿index¿¿¿{"start":{"line":55,"column":29},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
708¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":55,"column":3},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
709¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":55,"column":3},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
710¿Identifier¿¿1067¿v62¿¿¿{"start":{"line":55,"column":3},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
711¿BinaryExpression¿<¿1067¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BinaryExpression
712¿Identifier¿¿1067¿index¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
713¿Identifier¿¿1067¿size¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
714¿BlockStatement¿¿1067¿¿¿¿¿¿BlockStatement
715¿BlockStatement¿¿1067¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":59,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BlockStatement
716¿VariableDeclarator¿¿1067¿v66¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
717¿BinaryExpression¿===¿1067¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BinaryExpression
718¿Identifier¿¿1067¿type¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
719¿Literal¿string¿1067¿¿'object'¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Literal
720¿IfStatement¿¿1067¿¿¿¿{"start":{"line":59,"column":9},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿IfStatement
721¿Identifier¿¿1067¿v66¿¿¿¿¿Identifier
722¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":61,"column":3},"end":{"line":61,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
723¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":61,"column":3},"end":{"line":61,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
724¿Identifier¿¿1067¿output¿¿¿{"start":{"line":61,"column":3},"end":{"line":61,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
725¿ObjectExpression¿¿1067¿¿¿¿¿¿ObjectExpression
726¿ForInStatement¿¿1067¿¿¿¿{"start":{"line":63,"column":3},"end":{"line":65,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ForInStatement
727¿Identifier¿¿1067¿index¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
728¿Identifier¿¿1067¿input¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
729¿VariableDeclarator¿¿1067¿v67¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
730¿MemberExpression¿computed¿1067¿¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
731¿Identifier¿¿1067¿input¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
732¿Identifier¿¿1067¿index¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
733¿VariableDeclarator¿¿1067¿v68¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
734¿CallExpression¿¿1067¿¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿CallExpression
735¿MemberExpression¿¿1067¿¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
736¿Identifier¿¿1067¿Public¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
737¿Identifier¿¿1067¿clone¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
738¿Identifier¿¿1067¿v67¿¿¿¿¿Identifier
739¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
740¿AssignmentExpression¿=¿1067¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
741¿MemberExpression¿computed¿1067¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
742¿Identifier¿¿1067¿output¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
743¿Identifier¿¿1067¿index¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
744¿Identifier¿¿1067¿v68¿¿¿¿¿Identifier
745¿BlockStatement¿¿1067¿¿¿¿¿¿BlockStatement
746¿BlockStatement¿¿1067¿¿¿¿{"start":{"line":59,"column":32},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BlockStatement
747¿BlockStatement¿¿1067¿¿¿¿¿¿BlockStatement
748¿ReturnStatement¿¿1067¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ReturnStatement
749¿Identifier¿¿1067¿output¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
750¿BlockStatement¿¿1067¿¿¿¿{"start":{"line":44,"column":32},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿BlockStatement
751¿ExpressionStatement¿¿1061¿¿¿¿{"start":{"line":44,"column":1},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿ExpressionStatement
752¿AssignmentExpression¿=¿1061¿¿¿¿{"start":{"line":44,"column":1},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿AssignmentExpression
753¿MemberExpression¿¿1061¿¿¿¿{"start":{"line":44,"column":1},"end":{"line":44,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿MemberExpression
754¿Identifier¿¿1061¿Public¿¿¿{"start":{"line":44,"column":1},"end":{"line":44,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
755¿Identifier¿¿1061¿clone¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿Identifier
756¿Identifier¿¿1061¿v69¿¿¿¿¿Identifier
757¿VariableDeclarator¿¿1061¿merge_recursive¿¿¿{"start":{"line":80,"column":1},"end":{"line":102,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/722/src/merge.js"}¿¿VariableDeclarator
