Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
630¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":1},"end":{"line":69,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Program
641¿Identifier¿¿1106¿require¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
642¿Literal¿string¿1106¿¿'path'¿¿{"start":{"line":3,"column":19},"end":{"line":3,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
643¿VariableDeclarator¿exported¿1106¿v130¿¿¿{"start":{"line":5,"column":10},"end":{"line":69,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
644¿FunctionExpression¿¿1106¿anon¿¿¿{"start":{"line":5,"column":27},"end":{"line":69,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿FunctionExpression
645¿Identifier¿¿0¿res¿¿¿{"start":{"line":5,"column":37},"end":{"line":5,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
646¿VariableDeclarator¿¿1108¿v79¿¿¿{"start":{"line":7,"column":4},"end":{"line":18,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
647¿FunctionExpression¿¿1108¿anon¿¿¿{"start":{"line":7,"column":16},"end":{"line":18,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿FunctionExpression
648¿VariableDeclarator¿¿1110¿filepath¿¿¿{"start":{"line":8,"column":12},"end":{"line":8,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
649¿VariableDeclarator¿¿1110¿types¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
650¿ArrayExpression¿¿1110¿¿¿¿{"start":{"line":9,"column":20},"end":{"line":9,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿ArrayExpression
651¿Literal¿string¿1110¿¿'.html'¿¿{"start":{"line":9,"column":21},"end":{"line":9,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
652¿Literal¿string¿1110¿¿'.htm'¿¿{"start":{"line":9,"column":30},"end":{"line":9,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
653¿VariableDeclarator¿¿1110¿i¿¿¿{"start":{"line":10,"column":17},"end":{"line":10,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
654¿Literal¿number¿1110¿¿0¿¿{"start":{"line":10,"column":21},"end":{"line":10,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
655¿VariableDeclarator¿¿1110¿t¿¿¿{"start":{"line":10,"column":24},"end":{"line":10,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
656¿WhileStatement¿¿1110¿¿¿¿{"start":{"line":10,"column":8},"end":{"line":15,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿WhileStatement
657¿AssignmentExpression¿=¿1110¿¿¿¿{"start":{"line":10,"column":27},"end":{"line":10,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿AssignmentExpression
658¿Identifier¿¿1110¿t¿¿¿{"start":{"line":10,"column":27},"end":{"line":10,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
659¿MemberExpression¿computed¿1110¿¿¿¿{"start":{"line":10,"column":31},"end":{"line":10,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
660¿Identifier¿¿1110¿types¿¿¿{"start":{"line":10,"column":31},"end":{"line":10,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
661¿Identifier¿¿1110¿i¿¿¿{"start":{"line":10,"column":37},"end":{"line":10,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
662¿VariableDeclarator¿¿1110¿v67¿¿¿{"start":{"line":11,"column":40},"end":{"line":11,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
663¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":11,"column":40},"end":{"line":11,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
664¿Identifier¿¿1110¿res¿¿¿{"start":{"line":11,"column":40},"end":{"line":11,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
665¿Identifier¿¿1110¿config¿¿¿{"start":{"line":11,"column":44},"end":{"line":11,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
666¿VariableDeclarator¿¿1110¿v68¿¿¿{"start":{"line":11,"column":40},"end":{"line":11,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
667¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":11,"column":40},"end":{"line":11,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
668¿Identifier¿¿1110¿v67¿¿¿¿¿Identifier
669¿Identifier¿¿1110¿basename¿¿¿{"start":{"line":11,"column":51},"end":{"line":11,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
670¿VariableDeclarator¿¿1110¿v69¿¿¿{"start":{"line":11,"column":61},"end":{"line":11,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
671¿BinaryExpression¿+¿1110¿¿¿¿{"start":{"line":11,"column":61},"end":{"line":11,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿BinaryExpression
672¿Literal¿string¿1110¿¿'/index'¿¿{"start":{"line":11,"column":61},"end":{"line":11,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
673¿Identifier¿¿1110¿t¿¿¿{"start":{"line":11,"column":72},"end":{"line":11,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
674¿VariableDeclarator¿¿1110¿v70¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
675¿CallExpression¿¿1110¿¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿CallExpression
676¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
677¿Identifier¿¿1110¿path¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
678¿Identifier¿¿1110¿join¿¿¿{"start":{"line":11,"column":35},"end":{"line":11,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
679¿Identifier¿¿1110¿v68¿¿¿¿¿Identifier
680¿Identifier¿¿1110¿v69¿¿¿¿¿Identifier
681¿VariableDeclarator¿¿1110¿v71¿¿¿{"start":{"line":11,"column":16},"end":{"line":11,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
682¿CallExpression¿¿1110¿¿¿¿{"start":{"line":11,"column":16},"end":{"line":11,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿CallExpression
683¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":11,"column":16},"end":{"line":11,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
684¿Identifier¿¿1110¿fs¿¿¿{"start":{"line":11,"column":16},"end":{"line":11,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
685¿Identifier¿¿1110¿existsSync¿¿¿{"start":{"line":11,"column":19},"end":{"line":11,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
686¿Identifier¿¿1110¿v70¿¿¿¿¿Identifier
687¿IfStatement¿¿1110¿¿¿¿{"start":{"line":11,"column":12},"end":{"line":14,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿IfStatement
688¿Identifier¿¿1110¿v71¿¿¿¿¿Identifier
689¿VariableDeclarator¿¿1110¿v72¿¿¿{"start":{"line":12,"column":37},"end":{"line":12,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
690¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":12,"column":37},"end":{"line":12,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
691¿Identifier¿¿1110¿res¿¿¿{"start":{"line":12,"column":37},"end":{"line":12,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
692¿Identifier¿¿1110¿config¿¿¿{"start":{"line":12,"column":41},"end":{"line":12,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
693¿VariableDeclarator¿¿1110¿v73¿¿¿{"start":{"line":12,"column":37},"end":{"line":12,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
694¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":12,"column":37},"end":{"line":12,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
695¿Identifier¿¿1110¿v72¿¿¿¿¿Identifier
696¿Identifier¿¿1110¿basename¿¿¿{"start":{"line":12,"column":48},"end":{"line":12,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
697¿VariableDeclarator¿¿1110¿v74¿¿¿{"start":{"line":12,"column":58},"end":{"line":12,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
698¿BinaryExpression¿+¿1110¿¿¿¿{"start":{"line":12,"column":58},"end":{"line":12,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿BinaryExpression
699¿Literal¿string¿1110¿¿'/index'¿¿{"start":{"line":12,"column":58},"end":{"line":12,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
700¿Identifier¿¿1110¿t¿¿¿{"start":{"line":12,"column":69},"end":{"line":12,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
701¿ExpressionStatement¿¿1110¿¿¿¿{"start":{"line":12,"column":16},"end":{"line":12,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿ExpressionStatement
702¿AssignmentExpression¿=¿1110¿¿¿¿{"start":{"line":12,"column":16},"end":{"line":12,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿AssignmentExpression
703¿Identifier¿¿1110¿filepath¿¿¿{"start":{"line":12,"column":16},"end":{"line":12,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
704¿CallExpression¿¿1110¿¿¿¿{"start":{"line":12,"column":27},"end":{"line":12,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿CallExpression
705¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":12,"column":27},"end":{"line":12,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
706¿Identifier¿¿1110¿path¿¿¿{"start":{"line":12,"column":27},"end":{"line":12,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
707¿Identifier¿¿1110¿join¿¿¿{"start":{"line":12,"column":32},"end":{"line":12,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
708¿Identifier¿¿1110¿v73¿¿¿¿¿Identifier
709¿Identifier¿¿1110¿v74¿¿¿¿¿Identifier
710¿BreakStatement¿¿1110¿¿¿¿{"start":{"line":13,"column":16},"end":{"line":13,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿BreakStatement
711¿BlockStatement¿¿1110¿¿¿¿{"start":{"line":11,"column":77},"end":{"line":14,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿BlockStatement
712¿VariableDeclarator¿¿1110¿v66¿¿¿{"start":{"line":10,"column":41},"end":{"line":10,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
713¿UpdateExpression¿¿1110¿¿¿¿{"start":{"line":10,"column":41},"end":{"line":10,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿UpdateExpression
714¿Identifier¿¿1110¿i¿¿¿{"start":{"line":10,"column":41},"end":{"line":10,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
715¿BlockStatement¿¿1110¿¿¿¿¿¿BlockStatement
716¿VariableDeclarator¿¿1110¿v75¿¿¿{"start":{"line":16,"column":41},"end":{"line":16,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
717¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":16,"column":41},"end":{"line":16,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
718¿Identifier¿¿1110¿res¿¿¿{"start":{"line":16,"column":41},"end":{"line":16,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
719¿Identifier¿¿1110¿config¿¿¿{"start":{"line":16,"column":45},"end":{"line":16,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
720¿VariableDeclarator¿¿1110¿v76¿¿¿{"start":{"line":16,"column":41},"end":{"line":16,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
721¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":16,"column":41},"end":{"line":16,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
722¿Identifier¿¿1110¿v75¿¿¿¿¿Identifier
723¿Identifier¿¿1110¿basename¿¿¿{"start":{"line":16,"column":52},"end":{"line":16,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
724¿VariableDeclarator¿¿1110¿v77¿¿¿{"start":{"line":16,"column":31},"end":{"line":16,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
725¿CallExpression¿¿1110¿¿¿¿{"start":{"line":16,"column":31},"end":{"line":16,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿CallExpression
726¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":16,"column":31},"end":{"line":16,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
727¿Identifier¿¿1110¿path¿¿¿{"start":{"line":16,"column":31},"end":{"line":16,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
728¿Identifier¿¿1110¿join¿¿¿{"start":{"line":16,"column":36},"end":{"line":16,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
729¿Identifier¿¿1110¿v76¿¿¿¿¿Identifier
730¿Literal¿string¿1110¿¿'/index'¿¿{"start":{"line":16,"column":62},"end":{"line":16,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Literal
731¿ExpressionStatement¿¿1110¿¿¿¿{"start":{"line":16,"column":8},"end":{"line":16,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿ExpressionStatement
732¿AssignmentExpression¿=¿1110¿¿¿¿{"start":{"line":16,"column":8},"end":{"line":16,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿AssignmentExpression
733¿Identifier¿¿1110¿filepath¿¿¿{"start":{"line":16,"column":8},"end":{"line":16,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
734¿LogicalExpression¿||¿1110¿¿¿¿{"start":{"line":16,"column":19},"end":{"line":16,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿LogicalExpression
735¿Identifier¿¿1110¿filepath¿¿¿{"start":{"line":16,"column":19},"end":{"line":16,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
736¿Identifier¿¿1110¿v77¿¿¿¿¿Identifier
737¿VariableDeclarator¿¿1110¿v78¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
738¿CallExpression¿¿1110¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿CallExpression
739¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
740¿Identifier¿¿1110¿res¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
741¿Identifier¿¿1110¿sendfile¿¿¿{"start":{"line":17,"column":12},"end":{"line":17,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
742¿Identifier¿¿1110¿filepath¿¿¿{"start":{"line":17,"column":21},"end":{"line":17,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
743¿ExpressionStatement¿¿1110¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿ExpressionStatement
744¿Identifier¿¿1110¿v78¿¿¿¿¿Identifier
745¿BlockStatement¿¿1110¿¿¿¿{"start":{"line":7,"column":28},"end":{"line":18,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿BlockStatement
746¿ExpressionStatement¿¿1108¿¿¿¿{"start":{"line":7,"column":4},"end":{"line":18,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿ExpressionStatement
747¿AssignmentExpression¿=¿1108¿¿¿¿{"start":{"line":7,"column":4},"end":{"line":18,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿AssignmentExpression
748¿MemberExpression¿¿1108¿¿¿¿{"start":{"line":7,"column":4},"end":{"line":7,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
749¿Identifier¿¿1108¿res¿¿¿{"start":{"line":7,"column":4},"end":{"line":7,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
750¿Identifier¿¿1108¿index¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
751¿Identifier¿¿1108¿v79¿¿¿¿¿Identifier
752¿VariableDeclarator¿¿1108¿v122¿¿¿{"start":{"line":20,"column":4},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
753¿FunctionExpression¿¿1108¿anon¿¿¿{"start":{"line":20,"column":19},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿FunctionExpression
754¿Identifier¿¿0¿filepath¿¿¿{"start":{"line":20,"column":29},"end":{"line":20,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
755¿VariableDeclarator¿¿1114¿v80¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿VariableDeclarator
756¿CallExpression¿¿1114¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿CallExpression
757¿MemberExpression¿¿1114¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿MemberExpression
758¿Identifier¿¿1114¿fs¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
759¿Identifier¿¿1114¿existsSync¿¿¿{"start":{"line":21,"column":15},"end":{"line":21,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
760¿Identifier¿¿1114¿filepath¿¿¿{"start":{"line":21,"column":26},"end":{"line":21,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿Identifier
761¿IfStatement¿¿1114¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/exxxxxxxxxxx_1.0.2/src/res.js"}¿¿IfStatement
762¿Identifier¿¿1114¿v80¿¿¿¿¿Identifier
