Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1312¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":128,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Program
1324¿Literal¿string¿2236¿¿'use strict'¿¿{"start":{"line":4,"column":4},"end":{"line":4,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1325¿VariableDeclarator¿¿2236¿v124¿¿¿{"start":{"line":5,"column":27},"end":{"line":5,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1326¿NewExpression¿¿2236¿¿¿¿{"start":{"line":5,"column":27},"end":{"line":5,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿NewExpression
1327¿Identifier¿¿2236¿FSGit¿¿¿{"start":{"line":5,"column":31},"end":{"line":5,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1328¿Identifier¿¿2236¿path¿¿¿{"start":{"line":5,"column":37},"end":{"line":5,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1329¿Identifier¿¿2236¿ref¿¿¿{"start":{"line":5,"column":43},"end":{"line":5,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1330¿VariableDeclarator¿¿2236¿v125¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿2236¿¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿CallExpression
1332¿MemberExpression¿¿2236¿¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1333¿Identifier¿¿2236¿Promise¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1334¿Identifier¿¿2236¿resolve¿¿¿{"start":{"line":5,"column":19},"end":{"line":5,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1335¿Identifier¿¿2236¿v124¿¿¿¿¿Identifier
1336¿ReturnStatement¿¿2236¿¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ReturnStatement
1337¿Identifier¿¿2236¿v125¿¿¿¿¿Identifier
1338¿BlockStatement¿¿2236¿¿¿¿{"start":{"line":3,"column":25},"end":{"line":6,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1339¿ExpressionStatement¿¿2234¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ExpressionStatement
1340¿AssignmentExpression¿=¿2234¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿AssignmentExpression
1341¿MemberExpression¿¿2234¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1342¿Identifier¿¿2234¿exports¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1343¿Identifier¿¿2234¿open¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1344¿Identifier¿¿2234¿open¿¿¿{"start":{"line":7,"column":15},"end":{"line":7,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1345¿VariableDeclarator¿¿2234¿v126¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1346¿BinaryExpression¿*¿2234¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BinaryExpression
1347¿Literal¿number¿2234¿¿1¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1348¿Literal¿number¿2234¿¿1024¿¿{"start":{"line":8,"column":20},"end":{"line":8,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1349¿VariableDeclarator¿¿2234¿maxBuffer¿¿¿{"start":{"line":8,"column":4},"end":{"line":8,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1350¿BinaryExpression¿*¿2234¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BinaryExpression
1351¿Identifier¿¿2234¿v126¿¿¿¿¿Identifier
1352¿Literal¿number¿2234¿¿1024¿¿{"start":{"line":8,"column":27},"end":{"line":8,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1353¿VariableDeclarator¿¿2234¿v246¿¿¿{"start":{"line":9,"column":13},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1354¿FunctionExpression¿¿2234¿anon¿¿¿{"start":{"line":9,"column":13},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿FunctionExpression
1355¿VariableDeclarator¿exported¿2238¿FSGit¿¿¿{"start":{"line":10,"column":4},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1356¿FunctionExpression¿¿2238¿anon¿¿¿{"start":{"line":10,"column":4},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿FunctionExpression
1357¿Identifier¿¿0¿path¿¿¿{"start":{"line":10,"column":19},"end":{"line":10,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1358¿Identifier¿¿0¿ref¿¿¿{"start":{"line":10,"column":25},"end":{"line":10,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1359¿VariableDeclarator¿¿2240¿v127¿¿¿{"start":{"line":11,"column":20},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1360¿UnaryExpression¿void¿2240¿¿¿¿{"start":{"line":11,"column":20},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿UnaryExpression
1361¿Literal¿number¿2240¿¿0¿¿{"start":{"line":11,"column":25},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1362¿VariableDeclarator¿¿2240¿v128¿¿¿{"start":{"line":11,"column":12},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1363¿BinaryExpression¿===¿2240¿¿¿¿{"start":{"line":11,"column":12},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BinaryExpression
1364¿Identifier¿¿2240¿ref¿¿¿{"start":{"line":11,"column":12},"end":{"line":11,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1365¿Identifier¿¿2240¿v127¿¿¿¿¿Identifier
1366¿IfStatement¿¿2240¿¿¿¿{"start":{"line":11,"column":8},"end":{"line":11,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿IfStatement
1367¿Identifier¿¿2240¿v128¿¿¿¿¿Identifier
1368¿ExpressionStatement¿¿2240¿¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ExpressionStatement
1369¿AssignmentExpression¿=¿2240¿¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿AssignmentExpression
1370¿Identifier¿¿2240¿ref¿¿¿{"start":{"line":11,"column":30},"end":{"line":11,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1371¿Literal¿string¿2240¿¿'master'¿¿{"start":{"line":11,"column":36},"end":{"line":11,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1372¿BlockStatement¿¿2240¿¿¿¿{"start":{"line":11,"column":28},"end":{"line":11,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1373¿ExpressionStatement¿¿2240¿¿¿¿{"start":{"line":12,"column":8},"end":{"line":12,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ExpressionStatement
1374¿AssignmentExpression¿=¿2240¿¿¿¿{"start":{"line":12,"column":8},"end":{"line":12,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿AssignmentExpression
1375¿MemberExpression¿¿2240¿¿¿¿{"start":{"line":12,"column":8},"end":{"line":12,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1376¿ThisExpression¿¿2240¿¿¿¿{"start":{"line":12,"column":8},"end":{"line":12,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ThisExpression
1377¿Identifier¿¿2240¿path¿¿¿{"start":{"line":12,"column":13},"end":{"line":12,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1378¿Identifier¿¿2240¿path¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1379¿ExpressionStatement¿¿2240¿¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ExpressionStatement
1380¿AssignmentExpression¿=¿2240¿¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿AssignmentExpression
1381¿MemberExpression¿¿2240¿¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1382¿ThisExpression¿¿2240¿¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ThisExpression
1383¿Identifier¿¿2240¿ref¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1384¿Identifier¿¿2240¿ref¿¿¿{"start":{"line":13,"column":19},"end":{"line":13,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1385¿BlockStatement¿¿2240¿¿¿¿{"start":{"line":10,"column":30},"end":{"line":14,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1386¿VariableDeclarator¿¿2238¿v129¿¿¿{"start":{"line":15,"column":4},"end":{"line":15,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1387¿MemberExpression¿¿2238¿¿¿¿{"start":{"line":15,"column":4},"end":{"line":15,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1388¿Identifier¿¿2238¿FSGit¿¿¿{"start":{"line":15,"column":4},"end":{"line":15,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1389¿Identifier¿¿2238¿prototype¿¿¿{"start":{"line":15,"column":10},"end":{"line":15,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1390¿VariableDeclarator¿¿2238¿v140¿¿¿{"start":{"line":15,"column":4},"end":{"line":26,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1391¿FunctionExpression¿¿2238¿anon¿¿¿{"start":{"line":15,"column":27},"end":{"line":26,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿FunctionExpression
1392¿Identifier¿¿0¿path¿¿¿{"start":{"line":15,"column":37},"end":{"line":15,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1393¿VariableDeclarator¿¿2243¿v130¿¿¿{"start":{"line":16,"column":28},"end":{"line":16,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1394¿MemberExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":28},"end":{"line":16,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1395¿ThisExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":28},"end":{"line":16,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ThisExpression
1396¿Identifier¿¿2243¿ref¿¿¿{"start":{"line":16,"column":33},"end":{"line":16,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1397¿VariableDeclarator¿¿2243¿v131¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1398¿CallExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿CallExpression
1399¿MemberExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1400¿ThisExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ThisExpression
1401¿Identifier¿¿2243¿_lsTree¿¿¿{"start":{"line":16,"column":20},"end":{"line":16,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1402¿Identifier¿¿2243¿v130¿¿¿¿¿Identifier
1403¿Identifier¿¿2243¿path¿¿¿{"start":{"line":16,"column":38},"end":{"line":16,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1404¿VariableDeclarator¿¿2243¿v138¿¿¿{"start":{"line":17,"column":18},"end":{"line":25,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1405¿FunctionExpression¿¿2243¿anon¿¿¿{"start":{"line":17,"column":18},"end":{"line":25,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿FunctionExpression
1406¿Identifier¿¿0¿fileList¿¿¿{"start":{"line":17,"column":28},"end":{"line":17,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1407¿VariableDeclarator¿¿2245¿v134¿¿¿{"start":{"line":18,"column":43},"end":{"line":18,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1408¿FunctionExpression¿¿2245¿anon¿¿¿{"start":{"line":18,"column":43},"end":{"line":18,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿FunctionExpression
1409¿Identifier¿¿0¿fileInfo¿¿¿{"start":{"line":18,"column":53},"end":{"line":18,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1410¿VariableDeclarator¿¿2247¿v132¿¿¿{"start":{"line":18,"column":72},"end":{"line":18,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1411¿MemberExpression¿¿2247¿¿¿¿{"start":{"line":18,"column":72},"end":{"line":18,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1412¿Identifier¿¿2247¿fileInfo¿¿¿{"start":{"line":18,"column":72},"end":{"line":18,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1413¿Identifier¿¿2247¿path¿¿¿{"start":{"line":18,"column":81},"end":{"line":18,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1414¿VariableDeclarator¿¿2247¿v133¿¿¿{"start":{"line":18,"column":72},"end":{"line":18,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1415¿BinaryExpression¿===¿2247¿¿¿¿{"start":{"line":18,"column":72},"end":{"line":18,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BinaryExpression
1416¿Identifier¿¿2247¿v132¿¿¿¿¿Identifier
1417¿Identifier¿¿2247¿path¿¿¿{"start":{"line":18,"column":90},"end":{"line":18,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1418¿ReturnStatement¿¿2247¿¿¿¿{"start":{"line":18,"column":65},"end":{"line":18,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ReturnStatement
1419¿Identifier¿¿2247¿v133¿¿¿¿¿Identifier
1420¿BlockStatement¿¿2247¿¿¿¿{"start":{"line":18,"column":63},"end":{"line":18,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1421¿VariableDeclarator¿¿2245¿v135¿¿¿{"start":{"line":18,"column":27},"end":{"line":18,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1422¿CallExpression¿¿2245¿¿¿¿{"start":{"line":18,"column":27},"end":{"line":18,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿CallExpression
1423¿MemberExpression¿¿2245¿¿¿¿{"start":{"line":18,"column":27},"end":{"line":18,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1424¿Identifier¿¿2245¿fileList¿¿¿{"start":{"line":18,"column":27},"end":{"line":18,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1425¿Identifier¿¿2245¿filter¿¿¿{"start":{"line":18,"column":36},"end":{"line":18,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1426¿Identifier¿¿2245¿v134¿¿¿¿¿Identifier
1427¿VariableDeclarator¿¿2245¿fileInfo¿¿¿{"start":{"line":18,"column":16},"end":{"line":18,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1428¿MemberExpression¿computed¿2245¿¿¿¿{"start":{"line":18,"column":27},"end":{"line":18,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1429¿Identifier¿¿2245¿v135¿¿¿¿¿Identifier
1430¿Literal¿number¿2245¿¿0¿¿{"start":{"line":18,"column":99},"end":{"line":18,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1431¿IfStatement¿¿2245¿¿¿¿{"start":{"line":19,"column":12},"end":{"line":24,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿IfStatement
1432¿Identifier¿¿2245¿fileInfo¿¿¿{"start":{"line":19,"column":16},"end":{"line":19,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1433¿ReturnStatement¿¿2245¿¿¿¿{"start":{"line":20,"column":16},"end":{"line":20,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ReturnStatement
1434¿Identifier¿¿2245¿fileInfo¿¿¿{"start":{"line":20,"column":23},"end":{"line":20,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1435¿BlockStatement¿¿2245¿¿¿¿{"start":{"line":19,"column":26},"end":{"line":21,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1436¿VariableDeclarator¿¿2245¿v136¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1437¿BinaryExpression¿+¿2245¿¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BinaryExpression
1438¿Identifier¿¿2245¿path¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1439¿Literal¿string¿2245¿¿' is not exists'¿¿{"start":{"line":23,"column":39},"end":{"line":23,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Literal
1440¿VariableDeclarator¿¿2245¿v137¿¿¿{"start":{"line":23,"column":22},"end":{"line":23,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1441¿NewExpression¿¿2245¿¿¿¿{"start":{"line":23,"column":22},"end":{"line":23,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿NewExpression
1442¿Identifier¿¿2245¿Error¿¿¿{"start":{"line":23,"column":26},"end":{"line":23,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1443¿Identifier¿¿2245¿v136¿¿¿¿¿Identifier
1444¿ThrowStatement¿¿2245¿¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ThrowStatement
1445¿Identifier¿¿2245¿v137¿¿¿¿¿Identifier
1446¿BlockStatement¿¿2245¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":24,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1447¿BlockStatement¿¿2245¿¿¿¿{"start":{"line":17,"column":38},"end":{"line":25,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1448¿VariableDeclarator¿¿2243¿v139¿¿¿{"start":{"line":16,"column":15},"end":{"line":25,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿VariableDeclarator
1449¿CallExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":15},"end":{"line":25,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿CallExpression
1450¿MemberExpression¿¿2243¿¿¿¿{"start":{"line":16,"column":15},"end":{"line":17,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1451¿Identifier¿¿2243¿v131¿¿¿¿¿Identifier
1452¿Identifier¿¿2243¿then¿¿¿{"start":{"line":17,"column":13},"end":{"line":17,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿Identifier
1453¿Identifier¿¿2243¿v138¿¿¿¿¿Identifier
1454¿ReturnStatement¿¿2243¿¿¿¿{"start":{"line":16,"column":8},"end":{"line":25,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ReturnStatement
1455¿Identifier¿¿2243¿v139¿¿¿¿¿Identifier
1456¿BlockStatement¿¿2243¿¿¿¿{"start":{"line":15,"column":43},"end":{"line":26,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿BlockStatement
1457¿ExpressionStatement¿¿2238¿¿¿¿{"start":{"line":15,"column":4},"end":{"line":26,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿ExpressionStatement
1458¿AssignmentExpression¿=¿2238¿¿¿¿{"start":{"line":15,"column":4},"end":{"line":26,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿AssignmentExpression
1459¿MemberExpression¿¿2238¿¿¿¿{"start":{"line":15,"column":4},"end":{"line":15,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/360/src/index.js"}¿¿MemberExpression
1460¿Identifier¿¿2238¿v129¿¿¿¿¿Identifier
